"idPopulations0","PMID","pNam","popSize","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq"
NA,"16832097",NA,"16","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16362689",NA,"10","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15891415",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15062251",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14703894",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12938066",NA,"60","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12510448",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12095465",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11595009",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11480268",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11379275",NA,"25","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11198260",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11198259",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9951031",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9170340",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9198893",NA,"7","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8247989",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"36752584",NA,"15","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"36419164",NA,"1439","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"33806089",NA,"32","south korea",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8686962",NA,"89","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21848948",NA,"222","",NA,NA,NA,"years",NA,NA,18,65,NA
NA,"34639438",NA,"30","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21544647",NA,"295","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34685845",NA,"87","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34002347",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"33499714",NA,"66","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32852682",NA,"2","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32463304",NA,"60000000","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31851170",NA,"22","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31603552",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31174999",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29153234",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"28512119",NA,"34","china",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26879878",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26122645",NA,"68","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24973419",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21658029",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21116742",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21070231",NA,"391","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20065922",NA,"53","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19472450",NA,NA,"denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19245391",NA,"267","canada",NA,NA,NA,"years",40.3,NA,NA,NA,NA
NA,"18231713",NA,"70","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18005142",NA,"182","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16113701",NA,NA,"australia",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14979885",NA,"92","",NA,NA,NA,"years",NA,NA,17,76,NA
NA,"12664243",NA,"42","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12390642",NA,"9","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11903537",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11858532",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11784969",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11279910",NA,"1013","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11004939",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10994859",NA,"12","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10802793",NA,"124","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10361386",NA,"31","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10358852",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9780890",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9277085",NA,"16","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8805113",NA,"41","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8121977",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8232869",NA,"113","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1326405",NA,"480","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1794004",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"363486",NA,"240","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35881711",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"33415543",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32205737",NA,"2399","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31679956",NA,NA,"united states",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29929378",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29720816",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"28933135",NA,"31","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27215628",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25794941",NA,"14","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25794199",NA,"9","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24942086",NA,"250","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24800223",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24715619",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24666014",NA,"350000000","south korea",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23756059",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22364330",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22274664",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21640251",NA,"21","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20425237",NA,"3","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20012551",NA,"5","",NA,NA,NA,"years",34,NA,NA,NA,NA
NA,"18460277",NA,"4","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18173984",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16856701",NA,"10","italy",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16628534",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16055451",NA,"270","germany",NA,NA,NA,"years",43,13,30,56,NA
NA,"15109361",NA,"16","mali, india",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14529014",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12943487",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12699459",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11595003",NA,"8","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11135022",NA,"26","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9850751",NA,"14","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9038460",NA,"105","mali",NA,NA,NA,"years",NA,NA,10,12,NA
NA,"8749244",NA,"138","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7833575",NA,"2","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8382004",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2030071",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30873460",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34894300",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34749914",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34599406",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30868276",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29895725",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"28265168",NA,"40","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26939384",NA,"2","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24958300",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24790646",NA,"32","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23656340",NA,"10","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23450533",NA,"1611","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22116532",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21631475",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21457252",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20699021",NA,"17","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20613476",NA,"90","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20331608",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20055254",NA,"14","",NA,NA,NA,"years",42,15,27,57,NA
NA,"19501166",NA,"46","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19126371",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18727634",NA,NA,"brazil, turkey, iran",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18547215",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15833093",NA,"15","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15196297",NA,"12","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12413409",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11578254",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11037746",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10412697",NA,"94","german, english",NA,NA,NA,"years",40,12,28,52,NA
NA,"10101344",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9773702",NA,"60","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9533606",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9002572",NA,"25","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8552421",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8002320",NA,"64","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6368359",NA,NA,"united states",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32382871",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31893348",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27106030",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26897784",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26865602",NA,"92","iran",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25864906",NA,"25","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24741688",NA,"38","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24565480",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23695077",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23089901",NA,"114","austria",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21945891",NA,"39","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20425190",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20186563",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19041108",NA,"2","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18162005",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17034391",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16886930",NA,NA,"denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16362698",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16178942",NA,"74","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16109123",NA,"44","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15111685",NA,"10","mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15039036",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12675262",NA,"530","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12147180",NA,"20","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7942026",NA,"215","taiwan",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1557187",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25087376",NA,"15","",NA,NA,NA,"years",39.7,12.5,27.2,52.2,NA
NA,"22712503",NA,"15","iran",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"33118601",NA,"275","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23093541",NA,"96","germany",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22707519",NA,"186","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23216298",NA,"53","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21059626",NA,"96","australia",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35871785",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35567660",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35332812",NA,"11","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34704708",NA,"18","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32703695",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31935868",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30289426",NA,"110","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26901341",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26176166",NA,"479","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25315108",NA,"35","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25040892",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24760488",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24117275",NA,"5","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23831147",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21359874",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21267040",NA,"2","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20298963",NA,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19438730",NA,"301","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19020156",NA,"31","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18070056",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17692105",NA,"24","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17078852",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15953258",NA,"100","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15654036",NA,"10","",NA,NA,NA,"years",49.8,NA,NA,NA,NA
NA,"11737006",NA,"15","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10535656",NA,"7502","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9251874",NA,"424","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8869763",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7989694",NA,"90","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1423556",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1362038",NA,"14","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2205598",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2793459",NA,"42","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3162993",NA,"30","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3982837",NA,"48","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"517118",NA,"28","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35502151",NA,"4","denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35296510",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34182466",NA,"17","",NA,NA,NA,"years",45,NA,NA,NA,NA
NA,"31310335",NA,"9","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31307372",NA,"88","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31291020",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30109502",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30003412",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29932046",NA,NA,"germany",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29536530",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"28766236",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25373811",NA,"41","",NA,NA,NA,"years",52,NA,NA,NA,NA
NA,"24867865",NA,"4","china",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24580721",NA,"35","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24287436",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22788114",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22356030",NA,"40","",NA,NA,NA,"years",33,9,24,42,NA
NA,"21833962",NA,"200","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21181562",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18184282",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17994180",NA,"1117","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16362709",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16012816",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15549542",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15337620",NA,"57","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12806133",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12562110",NA,"43","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9822206",NA,"440","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9533675",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11921904",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8448782",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1473132",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1594255",NA,"30","china",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3552225",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"36822404",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34945182",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"36323298",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35490037",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34003143",NA,"45100000","india",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31339562",NA,"183","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31210018",NA,"51","norway",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30888529",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29508091",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27741984",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27310148",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24641507",NA,"15","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23402446",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22247924",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20461336",NA,"180","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19728960",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19268033",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18379485",NA,"88","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17339157",NA,"33","taiwan",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16927959",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16362657",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15566268",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15266458",NA,"2628","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15025018",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14570796",NA,NA,"germany",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12207852",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9823390",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8323889",NA,"400","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1559261",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2272811",NA,"200","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2668227",NA,"100","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7323625",NA,"50","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27015869",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34668084",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34261435",NA,"4190000","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34059361",NA,"98","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32529582",NA,"94","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30825019",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30287441",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29283946",NA,"94","mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29082824",NA,"20","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27882516",NA,"29","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27697123",NA,"3","denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27189588",NA,"5","china",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26476753",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25002234",NA,"24","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24494285",NA,"180","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24437229",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23428422",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19125880",NA,"360","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18604472",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17355489",NA,"384","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16426275",NA,"114","italy",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16299206",NA,"301","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15613204",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14604507",NA,"3","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12095470",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11279960",NA,"33","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9972386",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7775175",NA,"20","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1481636",NA,"10","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1416009",NA,"56","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1570887",NA,"202","germany",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7046024",NA,"25","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7402688",NA,"13","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35179126",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10234463",NA,"217","italy",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"36437611",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9989318",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34537167",NA,"10","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"33618186",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"33005542",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32594258",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32283843",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31307396",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30335472",NA,"38","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"28460864",NA,"153","",NA,NA,NA,"years",NA,NA,7,17,NA
NA,"27316772",NA,"3","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25168295",NA,NA,"united states",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24884672",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21198573",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
